Year,Year Text,Month,Month Text,Day,Day Text,Hour,Hour Text,Minute,Minute Text,Time,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2020,2020,1,1,1,1,0,0,0,0,20201100,0,0,0,7,0,0.247,174.25,0.5,7,-4.9,0,0,0,42.61,0.17,993,316,1.3
2020,2020,1,1,1,1,1,1,0,0,20201110,0,0,0,3,0,0.247,164.06,0.5,6.5,-4.8,0,0,0,44.18,0.17,993,322,1.3
2020,2020,1,1,1,1,2,2,0,0,20201120,0,0,0,0,0,0.247,151.09,0.5,6,-4.8,0,0,0,45.8,0.17,993,329,1.3
2020,2020,1,1,1,1,3,3,0,0,20201130,0,0,0,0,0,0.248,137.93,0.5,5.2,-4.8,0,0,0,48.51,0.17,993,335,1.3
2020,2020,1,1,1,1,4,4,0,0,20201140,0,0,0,0,0,0.249,124.85,0.5,4.9,-4.7,0,0,0,49.7,0.17,993,340,1.3
2020,2020,1,1,1,1,5,5,0,0,20201150,0,0,0,7,0,0.335,111.94,1,4.8,-2.5,0,0,0,59.34,0.19,996,93,1.1
2020,2020,1,1,1,1,6,6,0,0,20201160,0,0,0,7,0,0.338,99.43,1,4.6,-2.4,0,0,0,60.36,0.19,997,101,1.1
2020,2020,1,1,1,1,7,7,0,0,20201170,12,27,13,7,5,0.34,87.2,1,5.6,-1.4,12,27,13,60.58,0.19,998,108,0.8
2020,2020,1,1,1,1,8,8,0,0,20201180,112,217,164,4,5,0.341,76.23,1,8.3,-1.5,112,217,164,50.2,0.19,999,115,1.7
2020,2020,1,1,1,1,9,9,0,0,20201190,191,369,339,1,0,0.342,66.36,1,11.1,-1.1,191,369,339,42.65,0.19,999,116,1.9
2020,2020,1,1,1,1,10,10,0,0,202011100,237,466,482,3,5,0.343,58.38,1,15.3,-1.3,237,466,482,31.94,0.19,999,118,2.5
2020,2020,1,1,1,1,11,11,0,0,202011110,272,491,566,3,5,0.345,53.18,1,17.5,-1.2,272,491,566,28.01,0.19,998,113,2.7
2020,2020,1,1,1,1,12,12,0,0,202011120,277,509,593,7,3,0.347,51.62,1,18.9,-1.3,288,261,450,25.45,0.19,997,109,2.7
2020,2020,1,1,1,1,13,13,0,0,202011130,265,492,554,7,1,0.349,54.03,1,19.6,-1.4,270,248,415,24.3,0.19,996,108,2.7
2020,2020,1,1,1,1,14,14,0,0,202011140,219,479,459,7,3,0.353,59.91,1,19.5,-1.1,224,209,329,24.88,0.19,996,108,2.5
2020,2020,1,1,1,1,15,15,0,0,202011150,170,369,305,7,3,0.357,68.38,1.1,18,2.6,156,145,209,35.64,0.19,996,108,1.4
2020,2020,1,1,1,1,16,16,0,0,202011160,89,200,128,7,3,0.36,78.56,1.1,14.4,3.3,75,64,88,47.2,0.19,996,109,1.1
2020,2020,1,1,1,1,17,17,0,0,202011170,0,0,0,7,3,0.362,89.53,1.1,12.6,1.3,0,0,0,46.21,0.19,997,110,1.3
2020,2020,1,1,1,1,18,18,0,0,202011180,0,0,0,4,0,0.363,102.11,1.1,11.9,1.4,0,0,0,48.66,0.19,998,111,1.3
2020,2020,1,1,1,1,19,19,0,0,202011190,0,0,0,7,0,0.361,114.71,1.1,11.1,1.5,0,0,0,51.47,0.19,998,111,1.3
2020,2020,1,1,1,1,20,20,0,0,202011200,0,0,0,3,0,0.359,127.63,1.1,10.2,1.6,0,0,0,55,0.19,998,107,1.3
2020,2020,1,1,1,1,21,21,0,0,202011210,0,0,0,8,0,0.357,140.74,1,9.1,2.1,0,0,0,61.42,0.19,999,102,1.3
2020,2020,1,1,1,1,22,22,0,0,202011220,0,0,0,7,0,0.355,153.89,1.1,8.1,2.6,0,0,0,68.34,0.19,998,102,1.3
2020,2020,1,1,1,1,23,23,0,0,202011230,0,0,0,6,0,0.354,166.71,1.1,7.3,3.2,0,0,0,75.11,0.19,998,105,1.3
2020,2020,1,1,2,2,0,0,0,0,20201200,0,0,0,6,0,0.355,174.24,1.1,6.8,3.7,0,0,0,80.49,0.19,998,109,1.3
2020,2020,1,1,2,2,1,1,0,0,20201210,0,0,0,7,0,0.355,164.08,1.2,6.4,4.1,0,0,0,85.15,0.19,997,110,1.3
2020,2020,1,1,2,2,2,2,0,0,20201220,0,0,0,7,0,0.354,151.11,1.2,6,4.5,0,0,0,89.8,0.19,997,113,1.2
2020,2020,1,1,2,2,3,3,0,0,20201230,0,0,0,7,0,0.353,137.95,1.2,5.6,4.8,0,0,0,94.61,0.19,997,119,1.1
2020,2020,1,1,2,2,4,4,0,0,20201240,0,0,0,7,0,0.351,124.87,1.3,5.4,5.2,0,0,0,98.69,0.19,997,122,1.1
2020,2020,1,1,2,2,5,5,0,0,20201250,0,0,0,7,0,0.349,112.01,1.3,5.2,5.2,0,0,0,100,0.19,998,115,1
2020,2020,1,1,2,2,6,6,0,0,20201260,0,0,0,8,0,0.348,99.49,1.4,5.1,5.1,0,0,0,100,0.19,998,100,0.9
2020,2020,1,1,2,2,7,7,0,0,20201270,15,37,17,8,3,0.349,87.25,1.4,6.5,6,16,0,16,96.76,0.19,999,77,1
2020,2020,1,1,2,2,8,8,0,0,20201280,106,288,174,3,5,0.351,76.27,1.4,9,6.4,106,288,174,83.73,0.19,1000,70,1.5
2020,2020,1,1,2,2,9,9,0,0,20201290,161,472,350,0,0,0.354,66.37,1.5,12.8,7.3,161,472,350,69.42,0.19,1000,90,1.6
2020,2020,1,1,2,2,10,10,0,0,202012100,190,580,495,0,0,0.357,58.36,1.5,16.7,8.2,190,580,495,57.31,0.19,1000,115,2.5
2020,2020,1,1,2,2,11,11,0,0,202012110,280,473,564,1,0,0.361,53.13,1.5,18.5,8.6,280,473,564,52.35,0.19,998,122,3.1
2020,2020,1,1,2,2,12,12,0,0,202012120,293,471,586,3,5,0.363,51.54,1.6,19.3,8.8,293,471,586,50.67,0.19,997,124,3.2
2020,2020,1,1,2,2,13,13,0,0,202012130,284,445,546,0,0,0.364,53.91,1.6,19.7,9,284,445,546,49.91,0.19,995,122,3
2020,2020,1,1,2,2,14,14,0,0,202012140,235,431,452,0,0,0.363,59.78,1.6,19.6,9,235,431,452,50.44,0.19,995,117,2.5
2020,2020,1,1,2,2,15,15,0,0,202012150,184,320,302,3,5,0.361,68.24,1.6,18.9,9.1,184,320,302,53.07,0.19,995,108,1.8
2020,2020,1,1,2,2,16,16,0,0,202012160,96,157,127,8,3,0.358,78.43,1.6,16.6,9.5,76,59,88,62.97,0.19,995,94,0.8
2020,2020,1,1,2,2,17,17,0,0,202012170,0,0,0,8,3,0.357,89.42,1.7,16,8.8,0,0,0,62.4,0.19,995,75,0.9
2020,2020,1,1,2,2,18,18,0,0,202012180,0,0,0,4,0,0.356,101.98,1.7,15.6,8.9,0,0,0,64.25,0.19,996,60,0.9
2020,2020,1,1,2,2,19,19,0,0,202012190,0,0,0,1,0,0.356,114.58,1.7,15.1,8.9,0,0,0,66.54,0.19,996,57,0.9
2020,2020,1,1,2,2,20,20,0,0,202012200,0,0,0,4,0,0.355,127.5,1.8,14.6,9,0,0,0,68.98,0.19,996,62,1
2020,2020,1,1,2,2,21,21,0,0,202012210,0,0,0,1,0,0.355,140.61,1.8,14,9,0,0,0,72.03,0.19,997,70,1
2020,2020,1,1,2,2,22,22,0,0,202012220,0,0,0,4,0,0.355,153.76,1.9,13.3,9.1,0,0,0,75.68,0.19,996,77,1
2020,2020,1,1,2,2,23,23,0,0,202012230,0,0,0,4,0,0.355,166.57,1.9,12.8,9.2,0,0,0,78.76,0.19,996,83,1
2020,2020,1,1,3,3,0,0,0,0,20201300,0,0,0,4,0,0.355,174.18,2,12.4,9.3,0,0,0,81.5,0.19,995,86,1.1
2020,2020,1,1,3,3,1,1,0,0,20201310,0,0,0,4,0,0.353,164.14,2,11.9,9.5,0,0,0,85.19,0.19,995,87,1.2
2020,2020,1,1,3,3,2,2,0,0,20201320,0,0,0,4,0,0.347,151.19,2,11.1,9.7,0,0,0,90.98,0.19,994,88,1.3
2020,2020,1,1,3,3,3,3,0,0,20201330,0,0,0,4,0,0.342,138.03,2,10.1,9.9,0,0,0,98.68,0.19,994,92,1.2
2020,2020,1,1,3,3,4,4,0,0,20201340,0,0,0,0,0,0.336,124.95,2,9.2,9.2,0,0,0,100,0.19,994,97,1.2
2020,2020,1,1,3,3,5,5,0,0,20201350,0,0,0,0,0,0.331,112.07,2,8.7,8.7,0,0,0,100,0.19,994,103,1.1
2020,2020,1,1,3,3,6,6,0,0,20201360,0,0,0,0,0,0.329,99.54,2,8.4,8.4,0,0,0,100,0.19,995,111,1
2020,2020,1,1,3,3,7,7,0,0,20201370,10,13,11,0,0,0.327,87.3,2,10.4,10.4,10,13,11,99.77,0.19,996,121,1.2
2020,2020,1,1,3,3,8,8,0,0,20201380,118,148,153,0,0,0.324,76.29,2,12.9,10.7,118,148,153,86.57,0.19,996,129,1.8
2020,2020,1,1,3,3,9,9,0,0,20201390,215,265,322,0,0,0.321,66.38,2,16.1,11.1,215,265,322,72.33,0.19,997,129,2
2020,2020,1,1,3,3,10,10,0,0,202013100,268,373,464,0,0,0.318,58.34,2,18.4,11.3,268,373,464,63.28,0.19,996,126,1.7
2020,2020,1,1,3,3,11,11,0,0,202013110,235,560,571,0,0,0.315,53.07,2,19.9,11.1,235,560,571,56.94,0.19,995,117,1.3
2020,2020,1,1,3,3,12,12,0,0,202013120,235,586,600,0,0,0.314,51.44,2,20.8,10.5,235,586,600,51.85,0.19,994,97,0.9
2020,2020,1,1,3,3,13,13,0,0,202013130,226,569,562,0,0,0.312,53.79,2,21.1,9.8,226,569,562,48.56,0.19,993,71,0.9
2020,2020,1,1,3,3,14,14,0,0,202013140,207,503,461,0,0,0.312,59.65,2,20.8,9.4,207,503,461,48.16,0.19,992,57,1
2020,2020,1,1,3,3,15,15,0,0,202013150,165,395,312,0,0,0.312,68.1,2,20.2,9.4,165,395,312,49.77,0.19,992,54,1
2020,2020,1,1,3,3,16,16,0,0,202013160,94,214,137,0,0,0.313,78.29,2,18.2,10.3,94,214,137,59.95,0.19,992,67,0.7
2020,2020,1,1,3,3,17,17,0,0,202013170,0,0,0,0,0,0.314,89.3,1.9,16.8,9.1,0,0,0,60.65,0.19,993,86,0.9
2020,2020,1,1,3,3,18,18,0,0,202013180,0,0,0,0,0,0.314,101.84,1.9,15.9,9.2,0,0,0,64.26,0.19,993,106,1
2020,2020,1,1,3,3,19,19,0,0,202013190,0,0,0,0,0,0.315,114.45,1.9,15.1,9.2,0,0,0,67.83,0.19,994,121,1
2020,2020,1,1,3,3,20,20,0,0,202013200,0,0,0,0,0,0.316,127.37,1.8,14.4,9.2,0,0,0,71.2,0.19,994,133,1
2020,2020,1,1,3,3,21,21,0,0,202013210,0,0,0,0,0,0.315,140.48,1.8,13.6,9.4,0,0,0,75.59,0.19,994,142,1
2020,2020,1,1,3,3,22,22,0,0,202013220,0,0,0,0,0,0.314,153.63,1.8,12.9,9.5,0,0,0,79.91,0.19,994,150,1
2020,2020,1,1,3,3,23,23,0,0,202013230,0,0,0,0,0,0.312,166.44,1.8,12.2,9.7,0,0,0,84.54,0.19,994,158,1
2020,2020,1,1,4,4,0,0,0,0,20201400,0,0,0,0,0,0.311,174.11,1.8,11.7,9.8,0,0,0,88.26,0.19,994,167,1
2020,2020,1,1,4,4,1,1,0,0,20201410,0,0,0,0,0,0.309,164.2,1.8,11.2,9.9,0,0,0,91.98,0.19,994,179,0.9
2020,2020,1,1,4,4,2,2,0,0,20201420,0,0,0,0,0,0.308,151.26,1.8,10.8,10,0,0,0,94.84,0.19,993,197,0.8
2020,2020,1,1,4,4,3,3,0,0,20201430,0,0,0,0,0,0.307,138.1,1.7,10.4,10,0,0,0,97.5,0.19,993,226,0.8
2020,2020,1,1,4,4,4,4,0,0,20201440,0,0,0,0,0,0.304,125.01,1.7,9.9,9.9,0,0,0,100,0.19,993,253,0.7
2020,2020,1,1,4,4,5,5,0,0,20201450,0,0,0,0,0,0.301,112.13,1.6,9.4,9.4,0,0,0,100,0.19,993,269,0.7
2020,2020,1,1,4,4,6,6,0,0,20201460,0,0,0,0,0,0.299,99.59,1.6,9.2,9.2,0,0,0,100,0.19,994,277,0.7
2020,2020,1,1,4,4,7,7,0,0,20201470,12,22,13,0,0,0.297,87.33,1.6,10.1,9.6,12,22,13,96.82,0.19,994,280,0.7
2020,2020,1,1,4,4,8,8,0,0,20201480,112,223,165,0,0,0.297,76.31,1.6,12.4,9.7,112,223,165,83.34,0.19,995,275,1
2020,2020,1,1,4,4,9,9,0,0,20201490,183,395,342,0,0,0.298,66.37,1.5,16.8,9,183,395,342,60.15,0.19,996,271,1.1
2020,2020,1,1,4,4,10,10,0,0,202014100,226,491,484,0,0,0.298,58.3,1.5,19.5,8.1,226,491,484,47.71,0.19,995,278,1.6
2020,2020,1,1,4,4,11,11,0,0,202014110,286,469,568,0,0,0.298,53,1.5,20.5,7.5,286,469,568,43.05,0.19,994,281,2.1
2020,2020,1,1,4,4,12,12,0,0,202014120,286,499,598,0,0,0.298,51.34,1.5,21.1,6.9,286,499,598,39.85,0.19,993,285,2.5
2020,2020,1,1,4,4,13,13,0,0,202014130,266,503,564,4,5,0.298,53.67,1.4,21.3,6.3,266,503,564,37.73,0.19,992,289,2.7
2020,2020,1,1,4,4,14,14,0,0,202014140,256,393,456,3,5,0.298,59.51,1.4,21,5.6,256,393,456,36.64,0.19,991,292,2.7
2020,2020,1,1,4,4,15,15,0,0,202014150,188,313,305,3,5,0.295,67.96,1.4,20.1,5.7,188,313,305,39,0.19,991,295,2.2
2020,2020,1,1,4,4,16,16,0,0,202014160,96,174,132,1,0,0.293,78.14,1.4,16.6,7.2,96,174,132,53.63,0.19,991,300,1.1
2020,2020,1,1,4,4,17,17,0,0,202014170,0,0,0,0,0,0.293,89.17,1.3,14.3,5.4,0,0,0,55.18,0.19,992,307,1.2
2020,2020,1,1,4,4,18,18,0,0,202014180,0,0,0,0,0,0.293,101.7,1.3,13.2,4.9,0,0,0,57.01,0.19,993,316,1.3
2020,2020,1,1,4,4,19,19,0,0,202014190,0,0,0,0,0,0.294,114.31,1.3,12.3,4.3,0,0,0,57.95,0.19,994,324,1.4
2020,2020,1,1,4,4,20,20,0,0,202014200,0,0,0,0,0,0.295,127.24,1.2,11.5,3.6,0,0,0,58.44,0.19,994,331,1.4
2020,2020,1,1,4,4,21,21,0,0,202014210,0,0,0,0,0,0.297,140.35,1.2,10.7,3,0,0,0,59.08,0.19,994,337,1.5
2020,2020,1,1,4,4,22,22,0,0,202014220,0,0,0,0,0,0.298,153.5,1.3,9.9,2.6,0,0,0,60.41,0.19,994,344,1.5
2020,2020,1,1,4,4,23,23,0,0,202014230,0,0,0,0,0,0.299,166.3,1.3,9.3,2.3,0,0,0,61.71,0.19,994,350,1.5
2020,2020,1,1,5,5,0,0,0,0,20201500,0,0,0,0,0,0.301,174.03,1.3,8.7,2.2,0,0,0,63.49,0.19,994,356,1.4
2020,2020,1,1,5,5,1,1,0,0,20201510,0,0,0,0,0,0.301,164.25,1.3,8.3,2.1,0,0,0,64.83,0.19,993,360,1.3
2020,2020,1,1,5,5,2,2,0,0,20201520,0,0,0,0,0,0.3,151.33,1.3,7.9,2.1,0,0,0,66.85,0.19,993,359,1.2
2020,2020,1,1,5,5,3,3,0,0,20201530,0,0,0,0,0,0.298,138.17,1.3,7.7,2.2,0,0,0,68.03,0.19,993,353,1.1
2020,2020,1,1,5,5,4,4,0,0,20201540,0,0,0,0,0,0.297,125.08,1.3,7.7,2.2,0,0,0,68.15,0.19,993,339,1.1
2020,2020,1,1,5,5,5,5,0,0,20201550,0,0,0,0,0,0.295,112.19,1.3,7.6,2.2,0,0,0,68.71,0.19,993,319,1.1
2020,2020,1,1,5,5,6,6,0,0,20201560,0,0,0,0,0,0.293,99.64,1.2,7.4,2.2,0,0,0,69.72,0.19,994,297,1.1
2020,2020,1,1,5,5,7,7,0,0,20201570,11,20,12,0,0,0.29,87.36,1.2,8.7,2.8,11,20,12,66.45,0.19,994,276,1
2020,2020,1,1,5,5,8,8,0,0,20201580,112,209,162,0,0,0.289,76.33,1.2,11.7,2.9,112,209,162,54.61,0.19,995,265,2.3
2020,2020,1,1,5,5,9,9,0,0,20201590,188,376,339,0,0,0.289,66.36,1.2,14.5,3.6,188,376,339,47.83,0.19,995,261,2.2
2020,2020,1,1,5,5,10,10,0,0,202015100,228,489,485,0,0,0.288,58.26,1.2,18.7,3.6,228,489,485,36.73,0.19,995,284,2.5
2020,2020,1,1,5,5,11,11,0,0,202015110,284,463,563,0,0,0.286,52.93,1.2,20.5,3.8,284,463,563,33.38,0.19,994,295,2.6
2020,2020,1,1,5,5,12,12,0,0,202015120,274,504,590,0,0,0.286,51.23,1.3,21.2,3.9,274,504,590,32.17,0.19,993,300,2.7
2020,2020,1,1,5,5,13,13,0,0,202015130,255,507,556,0,0,0.286,53.54,1.3,21.4,3.7,255,507,556,31.29,0.19,992,306,3
2020,2020,1,1,5,5,14,14,0,0,202015140,251,372,441,4,5,0.284,59.37,1.4,20.8,3.5,251,372,441,32.05,0.19,992,310,2.8
2020,2020,1,1,5,5,15,15,0,0,202015150,186,287,295,4,5,0.281,67.81,1.5,19.6,4.7,186,287,295,37.42,0.19,992,312,1.9
2020,2020,1,1,5,5,16,16,0,0,202015160,92,149,123,8,3,0.278,78,1.6,16.2,6.3,79,63,93,52.06,0.19,993,315,1.1
2020,2020,1,1,5,5,17,17,0,0,202015170,0,0,0,4,3,0.276,89.04,1.6,13.9,4.9,0,0,0,54.68,0.19,993,323,1.2
2020,2020,1,1,5,5,18,18,0,0,202015180,0,0,0,4,0,0.274,101.56,1.6,13,4.6,0,0,0,56.87,0.19,994,334,1.2
2020,2020,1,1,5,5,19,19,0,0,202015190,0,0,0,4,0,0.272,114.17,1.7,12.1,4.5,0,0,0,59.59,0.19,995,343,1.2
2020,2020,1,1,5,5,20,20,0,0,202015200,0,0,0,4,0,0.27,127.1,1.7,11,4,0,0,0,62.16,0.19,995,353,1.3
2020,2020,1,1,5,5,21,21,0,0,202015210,0,0,0,3,0,0.27,140.22,1.7,10.2,3.7,0,0,0,64.19,0.19,995,3,1.2
2020,2020,1,1,5,5,22,22,0,0,202015220,0,0,0,4,0,0.269,153.36,1.8,9.6,3.5,0,0,0,65.79,0.19,995,9,1.2
2020,2020,1,1,5,5,23,23,0,0,202015230,0,0,0,3,0,0.267,166.15,1.8,9.2,3.3,0,0,0,66.49,0.19,995,4,1.1
2020,2020,1,1,6,6,0,0,0,0,20201600,0,0,0,0,0,0.265,173.94,1.9,8.9,3,0,0,0,66.69,0.19,995,354,1.1
2020,2020,1,1,6,6,1,1,0,0,20201610,0,0,0,1,0,0.263,164.3,1.9,9.1,2.9,0,0,0,65,0.19,994,346,1.1
2020,2020,1,1,6,6,2,2,0,0,20201620,0,0,0,4,0,0.263,151.39,2,9.3,2.6,0,0,0,62.93,0.19,994,337,1
2020,2020,1,1,6,6,3,3,0,0,20201630,0,0,0,3,0,0.264,138.23,2,8.9,2.3,0,0,0,63.35,0.19,994,326,1.1
2020,2020,1,1,6,6,4,4,0,0,20201640,0,0,0,4,0,0.264,125.14,2,8.5,2.1,0,0,0,64.16,0.19,994,319,1.1
2020,2020,1,1,6,6,5,5,0,0,20201650,0,0,0,4,0,0.265,112.24,2,8.4,1.9,0,0,0,63.55,0.19,994,313,1
2020,2020,1,1,6,6,6,6,0,0,20201660,0,0,0,4,0,0.265,99.68,2,8.3,1.6,0,0,0,62.82,0.19,994,309,1
2020,2020,1,1,6,6,7,7,0,0,20201670,13,32,14,4,5,0.264,87.39,2,9.9,2.6,13,32,14,60.31,0.19,995,293,1
2020,2020,1,1,6,6,8,8,0,0,20201680,102,269,166,4,5,0.263,76.34,2,12.3,2,102,269,166,49.47,0.19,996,280,2
2020,2020,1,1,6,6,9,9,0,0,20201690,164,433,337,8,3,0.263,66.35,2.1,14.6,2.8,173,140,229,44.96,0.19,996,268,1.7
2020,2020,1,1,6,6,10,10,0,0,202016100,201,521,476,8,3,0.261,58.22,2.3,18.3,2.1,240,187,339,33.78,0.19,996,266,1.5
2020,2020,1,1,6,6,11,11,0,0,202016110,244,524,560,7,3,0.26,52.85,2.3,20.5,1.8,284,216,414,28.96,0.19,995,279,1.5
2020,2020,1,1,6,6,12,12,0,0,202016120,253,532,587,7,3,0.258,51.12,2.3,21.6,2.3,297,224,438,27.94,0.19,994,302,1.5
2020,2020,1,1,6,6,13,13,0,0,202016130,241,512,547,7,3,0.256,53.4,2.3,21.9,2.6,279,213,407,28.12,0.19,993,321,1.3
2020,2020,1,1,6,6,14,14,0,0,202016140,223,445,451,8,3,0.255,59.22,2.3,21.5,2.9,232,183,326,29.41,0.19,993,328,1.1
2020,2020,1,1,6,6,15,15,0,0,202016150,179,324,302,6,3,0.254,67.66,2.3,20.5,4.6,162,130,211,35.12,0.19,993,340,1
2020,2020,1,1,6,6,16,16,0,0,202016160,95,172,132,8,3,0.253,77.85,2.3,17.4,7.1,80,56,92,50.76,0.19,994,17,1
2020,2020,1,1,6,6,17,17,0,0,202016170,4,5,4,8,5,0.252,88.91,2.3,14.5,5.5,4,5,4,54.66,0.19,994,29,1.4
2020,2020,1,1,6,6,18,18,0,0,202016180,0,0,0,8,0,0.253,101.42,2.3,14.5,5.7,0,0,0,55.44,0.19,995,34,2.3
2020,2020,1,1,6,6,19,19,0,0,202016190,0,0,0,8,0,0.254,114.04,2.3,13,6.5,0,0,0,64.48,0.19,995,41,2.5
2020,2020,1,1,6,6,20,20,0,0,202016200,0,0,0,6,0,0.254,126.97,2.3,12.4,7.7,0,0,0,73.19,0.19,995,45,2.8
2020,2020,1,1,6,6,21,21,0,0,202016210,0,0,0,7,0,0.254,140.08,2.4,11.9,8.8,0,0,0,81.28,0.19,995,49,2.6
2020,2020,1,1,6,6,22,22,0,0,202016220,0,0,0,6,0,0.255,153.23,2.5,11.6,9.4,0,0,0,86.37,0.19,995,53,2
2020,2020,1,1,6,6,23,23,0,0,202016230,0,0,0,6,0,0.255,166.01,2.5,11.1,9.7,0,0,0,90.95,0.19,995,56,1.5
2020,2020,1,1,7,7,0,0,0,0,20201700,0,0,0,6,0,0.256,173.84,2.5,11.5,9.8,0,0,0,89.49,0.19,995,58,1.6
2020,2020,1,1,7,7,1,1,0,0,20201710,0,0,0,7,0,0.258,164.34,2.5,11.4,9.9,0,0,0,90.35,0.19,994,63,1.7
2020,2020,1,1,7,7,2,2,0,0,20201720,0,0,0,6,0,0.259,151.45,2.4,11,9.9,0,0,0,92.81,0.19,994,69,1.7
2020,2020,1,1,7,7,3,3,0,0,20201730,0,0,0,7,0,0.26,138.29,2.3,10.2,9.8,0,0,0,97.31,0.19,993,74,1.5
2020,2020,1,1,7,7,4,4,0,0,20201740,0,0,0,8,0,0.26,125.19,2.3,9.8,9.7,0,0,0,99.23,0.19,993,82,1.7
2020,2020,1,1,7,7,5,5,0,0,20201750,0,0,0,8,0,0.26,112.29,2.2,9.1,9.1,0,0,0,100,0.19,993,89,1.7
2020,2020,1,1,7,7,6,6,0,0,20201760,0,0,0,8,0,0.261,99.72,2.2,8.8,8.8,0,0,0,100,0.19,994,92,1.6
2020,2020,1,1,7,7,7,7,0,0,20201770,11,17,12,8,5,0.262,87.41,2.3,10.4,9.4,11,17,12,93.82,0.19,995,95,2.6
2020,2020,1,1,7,7,8,8,0,0,20201780,112,202,160,8,3,0.263,76.34,2.3,12.3,10,92,67,107,85.8,0.19,995,100,2.4
2020,2020,1,1,7,7,9,9,0,0,20201790,188,357,331,7,3,0.264,66.33,2.3,15.8,10,173,139,229,68.48,0.19,996,107,2.8
2020,2020,1,1,7,7,10,10,0,0,202017100,233,451,470,8,3,0.265,58.17,2.4,18.6,9,241,187,339,53.69,0.19,995,119,2.8
2020,2020,1,1,7,7,11,11,0,0,202017110,273,465,554,8,3,0.266,52.76,2.4,20.2,8.2,284,216,415,45.9,0.19,994,133,2.4
2020,2020,1,1,7,7,12,12,0,0,202017120,283,475,582,6,3,0.269,51,2.4,21.3,7.5,298,224,439,40.95,0.19,992,145,2.1
2020,2020,1,1,7,7,13,13,0,0,202017130,276,450,546,8,3,0.271,53.25,2.3,22,7.2,281,216,410,38.38,0.19,991,152,1.8
2020,2020,1,1,7,7,14,14,0,0,202017140,263,344,439,4,5,0.271,59.06,2.4,21.8,7.1,263,344,439,38.77,0.19,990,149,1.3
2020,2020,1,1,7,7,15,15,0,0,202017150,210,215,292,4,5,0.27,67.5,2.4,20.8,8.4,210,215,292,44.86,0.19,990,93,0.6
2020,2020,1,1,7,7,16,16,0,0,202017160,96,85,115,4,5,0.271,77.69,2.5,18,10,96,85,115,59.54,0.19,990,39,1
2020,2020,1,1,7,7,17,17,0,0,202017170,3,2,3,8,5,0.272,88.78,2.5,16.3,9.6,3,2,3,64.42,0.19,991,41,1.9
2020,2020,1,1,7,7,18,18,0,0,202017180,0,0,0,8,0,0.272,101.28,2.5,15.4,10.2,0,0,0,71.2,0.19,991,44,3
2020,2020,1,1,7,7,19,19,0,0,202017190,0,0,0,8,0,0.272,113.9,2.5,14.1,11,0,0,0,81.81,0.19,992,44,3.2
2020,2020,1,1,7,7,20,20,0,0,202017200,0,0,0,8,0,0.272,126.83,2.6,13.3,11.5,0,0,0,88.93,0.19,992,49,2.9
2020,2020,1,1,7,7,21,21,0,0,202017210,0,0,0,8,0,0.273,139.95,2.6,12.8,11.7,0,0,0,92.99,0.19,992,57,2.5
2020,2020,1,1,7,7,22,22,0,0,202017220,0,0,0,8,0,0.274,153.09,2.6,12.5,11.8,0,0,0,95.24,0.19,992,60,1.9
2020,2020,1,1,7,7,23,23,0,0,202017230,0,0,0,4,0,0.275,165.86,2.6,12.3,11.7,0,0,0,96.21,0.19,991,56,1.3
2020,2020,1,1,8,8,0,0,0,0,20201800,0,0,0,4,0,0.275,173.73,2.6,12.1,11.6,0,0,0,96.88,0.19,991,52,0.9
2020,2020,1,1,8,8,1,1,0,0,20201810,0,0,0,4,0,0.275,164.37,2.6,11.9,11.5,0,0,0,97.36,0.19,991,48,0.9
2020,2020,1,1,8,8,2,2,0,0,20201820,0,0,0,4,0,0.276,151.51,2.5,11.7,11.3,0,0,0,97.6,0.19,990,48,1.2
2020,2020,1,1,8,8,3,3,0,0,20201830,0,0,0,8,0,0.275,138.35,2.4,11.6,11.2,0,0,0,97.15,0.19,989,55,1.4
2020,2020,1,1,8,8,4,4,0,0,20201840,0,0,0,4,0,0.275,125.24,2.4,11.5,11,0,0,0,96.75,0.19,989,66,1.6
2020,2020,1,1,8,8,5,5,0,0,20201850,0,0,0,4,0,0.276,112.33,2.3,11.4,10.8,0,0,0,96.36,0.19,990,75,1.9
2020,2020,1,1,8,8,6,6,0,0,20201860,0,0,0,4,0,0.276,99.75,2.2,11.3,10.7,0,0,0,95.97,0.19,991,81,2
2020,2020,1,1,8,8,7,7,0,0,20201870,7,3,7,4,5,0.276,87.43,2.2,11.5,10.7,7,3,7,94.68,0.19,991,87,2.4
2020,2020,1,1,8,8,8,8,0,0,20201880,115,92,137,4,5,0.276,76.34,2.1,12.3,11,115,92,137,91.49,0.19,992,92,2.5
2020,2020,1,1,8,8,9,9,0,0,20201890,227,217,314,8,3,0.276,66.3,2.1,13.9,11.3,173,146,232,84.54,0.19,993,102,2.7
2020,2020,1,1,8,8,10,10,0,0,202018100,292,316,458,8,3,0.276,58.11,2.1,15.8,11.4,241,198,346,75.34,0.19,992,117,3
2020,2020,1,1,8,8,11,11,0,0,202018110,322,376,551,4,5,0.278,52.66,2.1,17.2,11.2,322,376,551,68,0.19,991,132,2.9
