Year,Year Text,Month,Month Text,Day,Day Text,Hour,Hour Text,Minute,Minute Text,Time,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2020,2020,2,2,14,14,13,13,0,0,2020214130,134,882,770,0,0,0.287,43.84,1,26.8,5.4,134,882,770,25.53,0.18,987,305,6.1
2020,2020,2,2,14,14,14,14,0,0,2020214140,137,826,665,0,0,0.288,50.21,0.9,26.6,4.9,137,826,665,24.82,0.18,987,305,5.9
2020,2020,2,2,14,14,15,15,0,0,2020214150,118,760,504,0,0,0.287,59.48,0.9,25.6,4.2,118,760,504,25.09,0.18,987,305,5.6
2020,2020,2,2,14,14,16,16,0,0,2020214160,90,631,301,0,0,0.287,70.5,0.9,23.6,3.9,90,631,301,27.75,0.18,987,304,4.3
2020,2020,2,2,14,14,17,17,0,0,2020214170,45,336,89,0,0,0.29,82.5,0.8,19.3,4.1,45,336,89,36.69,0.18,988,304,2.8
2020,2020,2,2,14,14,18,18,0,0,2020214180,0,0,0,0,0,0.295,95.28,0.7,17.6,3.8,0,0,0,39.77,0.18,989,305,2.9
2020,2020,2,2,14,14,19,19,0,0,2020214190,0,0,0,0,0,0.297,108.29,0.6,16.4,3.4,0,0,0,41.89,0.18,989,306,3
2020,2020,2,2,14,14,20,20,0,0,2020214200,0,0,0,0,0,0.297,121.45,0.6,15,3.2,0,0,0,45.06,0.18,990,305,2.8
2020,2020,2,2,14,14,21,21,0,0,2020214210,0,0,0,0,0,0.294,134.53,0.5,13.3,3,0,0,0,49.83,0.18,990,302,2.3
2020,2020,2,2,14,14,22,22,0,0,2020214220,0,0,0,0,0,0.292,147.2,0.5,12.1,2.7,0,0,0,52.7,0.18,990,299,2.1
2020,2020,2,2,14,14,23,23,0,0,2020214230,0,0,0,0,0,0.292,158.41,0.5,11.2,2.4,0,0,0,54.51,0.18,989,297,2.1
2020,2020,2,2,15,15,0,0,0,0,202021500,0,0,0,3,0,0.294,164.39,0.6,10.4,2,0,0,0,56.13,0.18,989,297,2.2
2020,2020,2,2,15,15,1,1,0,0,202021510,0,0,0,0,0,0.295,159.74,0.6,9.7,1.7,0,0,0,57.54,0.18,988,297,2.4
2020,2020,2,2,15,15,2,2,0,0,202021520,0,0,0,0,0,0.296,148.93,0.6,9.1,1.5,0,0,0,59.03,0.18,988,296,2.4
2020,2020,2,2,15,15,3,3,0,0,202021530,0,0,0,0,0,0.295,136.37,0.6,8.5,1.3,0,0,0,60.76,0.18,987,294,2.5
2020,2020,2,2,15,15,4,4,0,0,202021540,0,0,0,0,0,0.295,123.31,0.6,8.1,1.3,0,0,0,62.04,0.18,987,292,2.6
2020,2020,2,2,15,15,5,5,0,0,202021550,0,0,0,0,0,0.295,110.14,0.6,7.7,1.2,0,0,0,63.63,0.19,988,290,2.7
2020,2020,2,2,15,15,6,6,0,0,202021560,0,0,0,0,0,0.294,97.08,0.5,7.8,1.2,0,0,0,63.09,0.19,989,289,2.9
2020,2020,2,2,15,15,7,7,0,0,202021570,34,360,71,0,0,0.293,84.18,0.5,10.3,1.4,34,360,71,53.87,0.19,990,284,3.5
2020,2020,2,2,15,15,8,8,0,0,202021580,70,710,288,0,0,0.294,72.07,0.6,13.9,2,70,710,288,44.54,0.19,990,277,3.1
2020,2020,2,2,15,15,9,9,0,0,202021590,88,855,505,0,0,0.296,60.82,0.6,19.1,1.9,88,855,505,31.76,0.19,991,290,4
2020,2020,2,2,15,15,10,10,0,0,2020215100,100,925,680,0,0,0.296,51.18,0.6,23,0.9,100,925,680,23.22,0.19,991,305,5.1
2020,2020,2,2,15,15,11,11,0,0,2020215110,152,859,768,0,0,0.296,44.24,0.6,24.8,0.9,152,859,768,20.9,0.19,990,307,4.9
2020,2020,2,2,15,15,12,12,0,0,2020215120,152,881,813,0,0,0.295,41.42,0.6,26.1,0.6,152,881,813,18.86,0.19,989,308,4.7
2020,2020,2,2,15,15,13,13,0,0,2020215130,144,884,786,0,0,0.296,43.52,0.6,26.8,-0.2,144,884,786,17.15,0.19,988,309,4.5
2020,2020,2,2,15,15,14,14,0,0,2020215140,153,806,672,0,0,0.296,49.93,0.6,26.9,-1,153,806,672,16.01,0.19,988,308,4.4
2020,2020,2,2,15,15,15,15,0,0,2020215150,132,739,510,0,0,0.295,59.25,0.6,26.1,-1.4,132,739,510,16.33,0.19,987,307,3.9
2020,2020,2,2,15,15,16,16,0,0,2020215160,97,625,308,0,0,0.295,70.3,0.5,22.4,2.2,97,625,308,26.55,0.19,988,304,1.9
2020,2020,2,2,15,15,17,17,0,0,2020215170,48,337,93,0,0,0.297,82.33,0.5,17.2,1.9,48,337,93,35.73,0.19,989,300,1.5
2020,2020,2,2,15,15,18,18,0,0,2020215180,0,0,0,0,0,0.3,95.13,0.5,15.5,1,0,0,0,37.38,0.19,990,298,1.5
2020,2020,2,2,15,15,19,19,0,0,2020215190,0,0,0,0,0,0.302,108.15,0.5,14.3,0.4,0,0,0,38.76,0.19,991,299,1.5
2020,2020,2,2,15,15,20,20,0,0,2020215200,0,0,0,0,0,0.303,121.31,0.5,13.2,0,0,0,0,40.3,0.19,991,302,1.5
2020,2020,2,2,15,15,21,21,0,0,2020215210,0,0,0,0,0,0.301,134.38,0.5,12.3,-0.3,0,0,0,41.88,0.19,991,305,1.5
2020,2020,2,2,15,15,22,22,0,0,2020215220,0,0,0,0,0,0.3,147.02,0.6,11.3,-0.5,0,0,0,44.1,0.19,991,307,1.5
2020,2020,2,2,15,15,23,23,0,0,2020215230,0,0,0,0,0,0.3,158.16,0.6,10.5,-0.6,0,0,0,46.03,0.19,991,311,1.5
2020,2020,2,2,16,16,0,0,0,0,202021600,0,0,0,0,0,0.3,164.05,0.6,9.8,-0.7,0,0,0,48.15,0.19,991,315,1.5
2020,2020,2,2,16,16,1,1,0,0,202021610,0,0,0,0,0,0.3,159.46,0.6,9.1,-0.5,0,0,0,51.01,0.19,991,317,1.5
2020,2020,2,2,16,16,2,2,0,0,202021620,0,0,0,0,0,0.3,148.72,0.6,8.5,-0.2,0,0,0,54.22,0.19,990,315,1.5
2020,2020,2,2,16,16,3,3,0,0,202021630,0,0,0,0,0,0.299,136.2,0.6,7.9,0.2,0,0,0,58.06,0.19,990,311,1.5
2020,2020,2,2,16,16,4,4,0,0,202021640,0,0,0,0,0,0.3,123.15,0.6,7.4,0.5,0,0,0,61.68,0.19,990,307,1.5
2020,2020,2,2,16,16,5,5,0,0,202021650,0,0,0,0,0,0.301,109.98,0.6,7,0.8,0,0,0,64.66,0.19,991,303,1.4
2020,2020,2,2,16,16,6,6,0,0,202021660,0,0,0,0,0,0.301,96.91,0.6,7.2,1.1,0,0,0,65.03,0.19,992,300,1.5
2020,2020,2,2,16,16,7,7,0,0,202021670,35,334,70,0,0,0.302,84,0.6,11.1,1.3,35,334,70,50.89,0.19,993,297,2.9
2020,2020,2,2,16,16,8,8,0,0,202021680,74,690,289,0,0,0.303,71.85,0.6,14.3,1.7,74,690,289,42.58,0.19,993,293,2.2
2020,2020,2,2,16,16,9,9,0,0,202021690,94,838,505,0,0,0.303,60.58,0.6,19.1,1.9,94,838,505,31.76,0.19,994,300,2
2020,2020,2,2,16,16,10,10,0,0,2020216100,105,912,680,0,0,0.303,50.89,0.6,23.8,-0.9,105,912,680,19.42,0.19,994,321,3.4
2020,2020,2,2,16,16,11,11,0,0,2020216110,190,778,750,0,0,0.305,43.91,0.6,26,-2.4,190,778,750,15.24,0.19,993,323,3.8
2020,2020,2,2,16,16,12,12,0,0,2020216120,190,804,796,0,0,0.306,41.07,0.6,27.1,-2.6,190,804,796,14.13,0.19,993,323,3.6
2020,2020,2,2,16,16,13,13,0,0,2020216130,175,809,765,0,0,0.307,43.2,0.7,27.6,-2.7,175,809,765,13.64,0.19,992,324,3.5
2020,2020,2,2,16,16,14,14,0,0,2020216140,139,833,678,0,0,0.306,49.65,0.7,27.7,-2.8,139,833,678,13.46,0.19,991,324,3.4
2020,2020,2,2,16,16,15,15,0,0,2020216150,118,769,514,0,0,0.304,59.01,0.8,26.8,-2,118,769,514,14.98,0.19,991,324,3.1
2020,2020,2,2,16,16,16,16,0,0,2020216160,90,649,311,0,0,0.302,70.11,0.7,22.9,4.1,90,649,311,29.38,0.19,991,325,1.4
2020,2020,2,2,16,16,17,17,0,0,2020216170,46,360,95,0,0,0.299,82.16,0.7,18.1,2.8,46,360,95,36.1,0.19,992,327,1.4
2020,2020,2,2,16,16,18,18,0,0,2020216180,0,0,0,1,0,0.297,94.98,0.7,16.6,2,0,0,0,37.32,0.19,993,329,1.4
2020,2020,2,2,16,16,19,19,0,0,2020216190,0,0,0,0,0,0.296,108.01,0.7,15.6,1.5,0,0,0,38.58,0.19,993,330,1.4
2020,2020,2,2,16,16,20,20,0,0,2020216200,0,0,0,0,0,0.295,121.17,0.7,14.8,1.2,0,0,0,39.59,0.19,994,333,1.4
2020,2020,2,2,16,16,21,21,0,0,2020216210,0,0,0,1,0,0.294,134.23,0.7,13.9,0.8,0,0,0,40.97,0.19,994,336,1.4
2020,2020,2,2,16,16,22,22,0,0,2020216220,0,0,0,0,0,0.293,146.84,0.6,13,0.5,0,0,0,42.47,0.19,994,339,1.3
2020,2020,2,2,16,16,23,23,0,0,2020216230,0,0,0,0,0,0.293,157.9,0.6,12.3,0.3,0,0,0,43.59,0.19,994,342,1.3
2020,2020,2,2,17,17,0,0,0,0,202021700,0,0,0,0,0,0.292,163.71,0.6,11.6,0,0,0,0,44.73,0.19,993,344,1.3
2020,2020,2,2,17,17,1,1,0,0,202021710,0,0,0,0,0,0.292,159.18,0.7,11,-0.2,0,0,0,46.05,0.19,993,342,1.2
2020,2020,2,2,17,17,2,2,0,0,202021720,0,0,0,0,0,0.291,148.51,0.7,10.3,-0.2,0,0,0,47.98,0.19,993,333,1.2
2020,2020,2,2,17,17,3,3,0,0,202021730,0,0,0,0,0,0.292,136.02,0.7,9.6,-0.3,0,0,0,50.03,0.19,992,318,1.2
2020,2020,2,2,17,17,4,4,0,0,202021740,0,0,0,0,0,0.292,122.98,0.7,8.7,-0.4,0,0,0,52.89,0.19,993,306,1.2
2020,2020,2,2,17,17,5,5,0,0,202021750,0,0,0,0,0,0.293,109.81,0.7,7.9,-0.5,0,0,0,55.41,0.19,993,295,1.2
2020,2020,2,2,17,17,6,6,0,0,202021760,0,0,0,0,0,0.295,96.74,0.7,8,-0.3,0,0,0,55.93,0.19,994,288,1.2
2020,2020,2,2,17,17,7,7,0,0,202021770,39,261,67,0,0,0.297,83.81,0.7,12.6,0.3,39,261,67,42.86,0.19,995,285,2.4
2020,2020,2,2,17,17,8,8,0,0,202021780,87,619,282,0,0,0.301,71.64,0.6,16,0.5,87,619,282,34.88,0.19,995,281,2.5
2020,2020,2,2,17,17,9,9,0,0,202021790,112,780,498,0,0,0.303,60.33,0.6,20.8,0.9,112,780,498,26.54,0.19,995,286,2.5
2020,2020,2,2,17,17,10,10,0,0,2020217100,125,863,673,0,0,0.306,50.6,0.6,25.2,-1.2,125,863,673,17.54,0.19,995,303,3.7
2020,2020,2,2,17,17,11,11,0,0,2020217110,174,813,763,0,0,0.307,43.58,0.6,26.7,-1.8,174,813,763,15.31,0.19,995,305,4
2020,2020,2,2,17,17,12,12,0,0,2020217120,170,844,810,0,0,0.307,40.72,0.6,27.6,-2.4,170,844,810,13.89,0.19,993,306,4
2020,2020,2,2,17,17,13,13,0,0,2020217130,160,849,782,0,0,0.308,42.87,0.6,27.9,-3,160,849,782,13.03,0.19,993,307,3.9
2020,2020,2,2,17,17,14,14,0,0,2020217140,156,798,675,0,0,0.307,49.37,0.6,27.6,-3.4,156,798,675,12.87,0.19,992,308,3.9
2020,2020,2,2,17,17,15,15,0,0,2020217150,134,738,517,0,0,0.307,58.78,0.5,26.6,-3.1,134,738,517,13.98,0.19,992,310,3.6
2020,2020,2,2,17,17,16,16,0,0,2020217160,101,609,311,0,0,0.306,69.91,0.5,22.7,1.9,101,609,311,25.37,0.19,992,313,1.7
2020,2020,2,2,17,17,17,17,0,0,2020217170,50,321,95,0,0,0.306,82,0.5,17.4,1.5,50,321,95,34.4,0.19,992,318,1.5
2020,2020,2,2,17,17,18,18,0,0,2020217180,0,0,0,0,0,0.306,94.83,0.5,15.7,0.8,0,0,0,36.28,0.19,993,319,1.6
2020,2020,2,2,17,17,19,19,0,0,2020217190,0,0,0,1,0,0.305,107.87,0.4,14.6,0.3,0,0,0,37.76,0.19,993,320,1.6
2020,2020,2,2,17,17,20,20,0,0,2020217200,0,0,0,0,0,0.305,121.03,0.4,13.5,0,0,0,0,39.44,0.19,994,321,1.6
2020,2020,2,2,17,17,21,21,0,0,2020217210,0,0,0,0,0,0.305,134.08,0.4,12.4,-0.4,0,0,0,41.25,0.19,994,324,1.6
2020,2020,2,2,17,17,22,22,0,0,2020217220,0,0,0,1,0,0.305,146.65,0.4,11.4,-0.7,0,0,0,43.18,0.19,993,328,1.6
2020,2020,2,2,17,17,23,23,0,0,2020217230,0,0,0,0,0,0.305,157.65,0.4,10.4,-0.8,0,0,0,45.7,0.19,993,331,1.6
2020,2020,2,2,18,18,0,0,0,0,202021800,0,0,0,0,0,0.305,163.36,0.4,9.5,-0.8,0,0,0,48.48,0.19,992,333,1.5
2020,2020,2,2,18,18,1,1,0,0,202021810,0,0,0,0,0,0.304,158.88,0.4,8.8,-0.8,0,0,0,50.91,0.19,992,330,1.4
2020,2020,2,2,18,18,2,2,0,0,202021820,0,0,0,0,0,0.304,148.29,0.4,8.2,-0.9,0,0,0,52.86,0.19,991,324,1.4
2020,2020,2,2,18,18,3,3,0,0,202021830,0,0,0,0,0,0.304,135.84,0.5,7.7,-0.9,0,0,0,54.43,0.19,991,317,1.4
2020,2020,2,2,18,18,4,4,0,0,202021840,0,0,0,0,0,0.304,122.81,0.5,7.3,-1,0,0,0,55.65,0.19,991,310,1.4
2020,2020,2,2,18,18,5,5,0,0,202021850,0,0,0,0,0,0.304,109.64,0.5,6.9,-1.1,0,0,0,56.88,0.19,992,303,1.4
2020,2020,2,2,18,18,6,6,0,0,202021860,0,0,0,0,0,0.302,96.56,0.5,7.3,-0.8,0,0,0,56.27,0.19,992,300,1.3
2020,2020,2,2,18,18,7,7,0,0,202021870,40,284,72,0,0,0.302,83.62,0.5,11.7,-0.5,40,284,72,42.81,0.19,992,293,2.5
2020,2020,2,2,18,18,8,8,0,0,202021880,89,628,289,0,0,0.302,71.42,0.5,14.8,-0.1,89,628,289,36.17,0.19,993,283,2.3
2020,2020,2,2,18,18,9,9,0,0,202021890,114,774,501,0,0,0.302,60.08,0.6,19.8,0.1,114,774,501,26.78,0.19,993,284,2.5
2020,2020,2,2,18,18,10,10,0,0,2020218100,131,851,674,0,0,0.301,50.31,0.6,24.2,-2.1,131,851,674,17.42,0.19,992,300,3.7
2020,2020,2,2,18,18,11,11,0,0,2020218110,150,868,782,0,0,0.3,43.25,0.6,25.9,-2.2,150,868,782,15.55,0.19,992,296,4
2020,2020,2,2,18,18,12,12,0,0,2020218120,152,878,821,0,0,0.3,40.37,0.7,27,-2.4,152,878,821,14.44,0.19,991,295,4.2
2020,2020,2,2,18,18,13,13,0,0,2020218130,146,875,791,0,0,0.3,42.54,0.7,27.5,-2.6,146,875,791,13.74,0.19,990,294,4.2
2020,2020,2,2,18,18,14,14,0,0,2020218140,156,794,676,0,0,0.299,49.09,0.7,27.4,-3,156,794,676,13.48,0.19,990,293,4.1
2020,2020,2,2,18,18,15,15,0,0,2020218150,133,731,515,0,0,0.298,58.55,0.7,26.6,-2.7,133,731,515,14.4,0.19,989,294,3.7
2020,2020,2,2,18,18,16,16,0,0,2020218160,100,607,310,0,0,0.298,69.72,0.7,22.8,2.5,100,607,310,26.46,0.19,989,297,1.6
2020,2020,2,2,18,18,17,17,0,0,2020218170,49,327,96,0,0,0.298,81.83,0.7,17.7,2.1,49,327,96,35.26,0.19,989,303,1.4
2020,2020,2,2,18,18,18,18,0,0,2020218180,0,0,0,1,0,0.299,94.68,0.7,16.3,1.4,0,0,0,36.6,0.19,989,307,1.4
2020,2020,2,2,18,18,19,19,0,0,2020218190,0,0,0,1,0,0.298,107.73,0.7,15.6,1.1,0,0,0,37.27,0.19,990,310,1.4
2020,2020,2,2,18,18,20,20,0,0,2020218200,0,0,0,0,1,0.298,120.89,0.7,15.2,0.8,0,0,0,37.49,0.19,990,314,1.4
2020,2020,2,2,18,18,21,21,0,0,2020218210,0,0,0,0,1,0.297,133.93,0.7,14.7,0.3,0,0,0,37.44,0.19,990,318,1.4
2020,2020,2,2,18,18,22,22,0,0,2020218220,0,0,0,0,0,0.297,146.47,0.7,14.7,-0.1,0,0,0,36.24,0.19,991,321,1.3
2020,2020,2,2,18,18,23,23,0,0,2020218230,0,0,0,0,0,0.297,157.39,0.8,14.5,-0.9,0,0,0,34.71,0.19,990,329,1.1
2020,2020,2,2,19,19,0,0,0,0,202021900,0,0,0,4,0,0.298,163.01,0.8,15,-1.2,0,0,0,32.86,0.19,990,350,0.8
2020,2020,2,2,19,19,1,1,0,0,202021910,0,0,0,0,0,0.299,158.59,0.8,15.2,-1,0,0,0,33,0.19,990,24,0.5
2020,2020,2,2,19,19,2,2,0,0,202021920,0,0,0,8,0,0.301,148.07,0.8,14.5,-1,0,0,0,34.35,0.19,989,87,0.6
2020,2020,2,2,19,19,3,3,0,0,202021930,0,0,0,3,0,0.302,135.65,0.8,12.6,-0.9,0,0,0,39.38,0.19,989,110,0.9
2020,2020,2,2,19,19,4,4,0,0,202021940,0,0,0,1,0,0.302,122.64,0.8,11.3,-0.8,0,0,0,42.98,0.19,989,121,1.2
2020,2020,2,2,19,19,5,5,0,0,202021950,0,0,0,1,0,0.303,109.47,0.8,9.7,-0.8,0,0,0,47.95,0.19,989,127,1.3
2020,2020,2,2,19,19,6,6,0,0,202021960,0,0,0,1,0,0.304,96.38,0.8,9,-0.4,0,0,0,51.83,0.19,990,130,1.3
2020,2020,2,2,19,19,7,7,0,0,202021970,42,238,69,3,3,0.306,83.42,0.8,13.4,0.3,40,169,59,40.69,0.19,991,132,2.3
2020,2020,2,2,19,19,8,8,0,0,202021980,97,562,278,7,3,0.306,71.2,0.9,16.6,0.4,132,124,172,33.29,0.19,991,130,2.6
2020,2020,2,2,19,19,9,9,0,0,202021990,129,709,485,3,3,0.305,59.82,1,21,0.6,160,529,426,25.76,0.19,992,133,2.9
2020,2020,2,2,19,19,10,10,0,0,2020219100,150,788,656,7,3,0.305,50.01,1,25.4,-1.2,298,260,465,17.27,0.19,991,144,3.8
2020,2020,2,2,19,19,11,11,0,0,2020219110,199,746,745,6,3,0.304,42.91,1.1,27.4,-1.7,347,289,559,14.8,0.19,991,146,3.7
2020,2020,2,2,19,19,12,12,0,0,2020219120,203,758,784,6,3,0.304,40.02,1.2,28.2,-1.7,367,295,593,14.13,0.19,990,147,3.6
2020,2020,2,2,19,19,13,13,0,0,2020219130,195,755,754,6,3,0.304,42.22,1.2,28.2,-1.6,353,287,565,14.21,0.19,989,147,3.6
2020,2020,2,2,19,19,14,14,0,0,2020219140,182,717,654,9,3,0.304,48.81,1.2,28.2,-1.5,308,259,479,14.37,0.19,988,146,3.6
2020,2020,2,2,19,19,15,15,0,0,2020219150,155,643,493,7,3,0.305,58.32,1.3,27.3,-0.5,236,205,344,16.25,0.19,988,142,3.3
2020,2020,2,2,19,19,16,16,0,0,2020219160,118,498,292,9,3,0.306,69.52,1.3,23.6,3.9,145,129,190,27.69,0.19,988,132,1.8
2020,2020,2,2,19,19,17,17,0,0,2020219170,57,212,88,7,3,0.307,81.67,1.3,19.2,3.5,52,40,57,35.32,0.19,989,123,1.8
2020,2020,2,2,19,19,18,18,0,0,2020219180,0,0,0,6,0,0.309,94.53,1.3,18.1,2.9,0,0,0,36.16,0.19,989,118,2.3
2020,2020,2,2,19,19,19,19,0,0,2020219190,0,0,0,6,0,0.311,107.59,1.2,17.7,2.8,0,0,0,36.91,0.19,990,116,2.7
2020,2020,2,2,19,19,20,20,0,0,2020219200,0,0,0,6,0,0.313,120.75,1.2,16.1,3,0,0,0,41.44,0.19,990,116,2.5
2020,2020,2,2,19,19,21,21,0,0,2020219210,0,0,0,6,0,0.315,133.78,1.2,15.1,3.1,0,0,0,44.5,0.19,991,116,2.5
2020,2020,2,2,19,19,22,22,0,0,2020219220,0,0,0,7,0,0.316,146.28,1.2,14.7,3.2,0,0,0,46.11,0.19,991,115,2.7
2020,2020,2,2,19,19,23,23,0,0,2020219230,0,0,0,7,0,0.319,157.13,1.3,14.7,3.4,0,0,0,46.78,0.19,990,112,3
2020,2020,2,2,20,20,0,0,0,0,202022000,0,0,0,7,0,0.322,162.66,1.3,14.3,3.8,0,0,0,49.1,0.19,990,109,3.1
2020,2020,2,2,20,20,1,1,0,0,202022010,0,0,0,7,0,0.325,158.29,1.4,13.8,4.2,0,0,0,52.18,0.19,990,106,3.1
2020,2020,2,2,20,20,2,2,0,0,202022020,0,0,0,7,0,0.326,147.84,1.4,13.5,4.6,0,0,0,54.72,0.19,989,106,3.1
2020,2020,2,2,20,20,3,3,0,0,202022030,0,0,0,8,0,0.326,135.46,1.5,12.7,4.8,0,0,0,58.83,0.19,989,109,2.9
2020,2020,2,2,20,20,4,4,0,0,202022040,0,0,0,3,0,0.326,122.46,1.5,12,4.9,0,0,0,61.79,0.19,989,113,2.9
2020,2020,2,2,20,20,5,5,0,0,202022050,0,0,0,0,0,0.326,109.29,1.5,11.8,4.9,0,0,0,62.73,0.2,990,119,3.2
2020,2020,2,2,20,20,6,6,0,0,202022060,0,0,0,0,0,0.326,96.19,1.6,12,4.9,0,0,0,61.97,0.2,990,124,3.5
2020,2020,2,2,20,20,7,7,0,0,202022070,45,141,62,3,5,0.327,83.23,1.6,13.9,5.1,45,141,62,55.29,0.2,991,125,4
2020,2020,2,2,20,20,8,8,0,0,202022080,125,412,259,3,3,0.328,70.98,1.6,16.9,5.3,112,369,232,46.45,0.2,991,123,3.8
2020,2020,2,2,20,20,9,9,0,0,202022090,173,566,460,8,3,0.328,59.56,1.6,20.8,5,226,192,324,35.64,0.2,991,128,4.7
2020,2020,2,2,20,20,10,10,0,0,2020220100,204,653,626,8,3,0.327,49.71,1.7,24.3,4.2,303,241,459,27.26,0.2,991,131,5.6
2020,2020,2,2,20,20,11,11,0,0,2020220110,255,630,719,0,0,0.326,42.57,1.7,26.8,3.3,255,630,719,21.96,0.2,990,133,6
2020,2020,2,2,20,20,12,12,0,0,2020220120,265,642,759,0,0,0.325,39.66,1.7,28.2,3,265,642,759,19.77,0.2,989,133,6
2020,2020,2,2,20,20,13,13,0,0,2020220130,256,634,727,0,0,0.325,41.88,1.8,28.7,3,256,634,727,19.29,0.2,988,135,5.9
2020,2020,2,2,20,20,14,14,0,0,2020220140,241,583,627,3,5,0.325,48.53,1.8,28.4,3.3,241,583,627,19.99,0.2,987,136,5.6
2020,2020,2,2,20,20,15,15,0,0,2020220150,207,505,474,3,3,0.327,58.08,1.9,27.6,3.8,183,491,443,21.68,0.2,987,136,4.9
2020,2020,2,2,20,20,16,16,0,0,2020220160,149,372,280,3,5,0.33,69.33,1.9,25.1,5.3,149,372,280,27.93,0.2,987,132,2.9
2020,2020,2,2,20,20,17,17,0,0,2020220170,61,141,82,3,5,0.333,81.5,1.9,20.8,6.2,61,141,82,38.72,0.2,988,123,2
2020,2020,2,2,20,20,18,18,0,0,2020220180,0,0,0,1,0,0.336,94.38,1.9,20,5.7,0,0,0,39.26,0.2,988,118,2.6
2020,2020,2,2,20,20,19,19,0,0,2020220190,0,0,0,0,0,0.338,107.45,1.9,19.7,5.4,0,0,0,39.04,0.2,989,115,3.5
2020,2020,2,2,20,20,20,20,0,0,2020220200,0,0,0,6,0,0.339,120.61,1.9,18.7,5.4,0,0,0,41.66,0.2,990,112,3.4
2020,2020,2,2,20,20,21,21,0,0,2020220210,0,0,0,6,0,0.34,133.63,2.1,17.1,5.8,0,0,0,47.28,0.2,990,108,2.6
2020,2020,2,2,20,20,22,22,0,0,2020220220,0,0,0,6,0,0.339,146.09,2.3,16,6.6,0,0,0,53.52,0.2,991,112,2
2020,2020,2,2,20,20,23,23,0,0,2020220230,0,0,0,6,0,0.338,156.86,2.6,15.4,8.1,0,0,0,61.56,0.2,991,117,2.2
2020,2020,2,2,21,21,0,0,0,0,202022100,0,0,0,1,0,0.338,162.3,2.6,14.7,9.2,0,0,0,69.4,0.2,991,100,3.3
2020,2020,2,2,21,21,1,1,0,0,202022110,0,0,0,8,0,0.339,157.98,2.5,13.6,9.7,0,0,0,77.29,0.2,990,85,4
2020,2020,2,2,21,21,2,2,0,0,202022120,0,0,0,3,0,0.336,147.61,2.5,13.1,10.2,0,0,0,82.41,0.2,990,82,3.6
2020,2020,2,2,21,21,3,3,0,0,202022130,0,0,0,8,0,0.334,135.26,2.6,12.9,10.4,0,0,0,84.75,0.2,990,77,3.7
2020,2020,2,2,21,21,4,4,0,0,202022140,0,0,0,4,0,0.334,122.27,2.5,12.9,10.4,0,0,0,85.05,0.2,990,70,4.1
2020,2020,2,2,21,21,5,5,0,0,202022150,0,0,0,8,0,0.335,109.11,2.3,12.9,10.6,0,0,0,85.99,0.2,991,64,4.1
2020,2020,2,2,21,21,6,6,0,0,202022160,0,0,0,4,0,0.338,96,2.2,12.8,11.1,0,0,0,89.23,0.2,991,57,3.6
2020,2020,2,2,21,21,7,7,0,0,202022170,34,32,38,4,5,0.341,83.02,2.2,13.7,11.8,34,32,38,88.04,0.2,992,53,3.7
2020,2020,2,2,21,21,8,8,0,0,202022180,167,161,220,3,5,0.341,70.75,2.2,15.4,12.2,167,161,220,81.16,0.2,993,58,4.3
2020,2020,2,2,21,21,9,9,0,0,202022190,269,287,416,4,5,0.34,59.3,2.2,17.5,11.6,269,287,416,68.53,0.2,994,70,4.8
2020,2020,2,2,21,21,10,10,0,0,2020221100,329,381,577,3,5,0.337,49.41,2.2,19.6,10.6,329,381,577,56.13,0.2,994,82,5.1
2020,2020,2,2,21,21,11,11,0,0,2020221110,397,379,678,4,5,0.335,42.23,2.2,21.6,10,397,379,678,47.57,0.2,993,91,4.9
2020,2020,2,2,21,21,12,12,0,0,2020221120,423,378,715,4,5,0.334,39.3,2.1,23.1,9.8,423,378,715,42.77,0.2,992,96,4.3
2020,2020,2,2,21,21,13,13,0,0,2020221130,401,375,681,3,5,0.334,41.55,2,24.1,9.6,401,375,681,39.87,0.2,991,101,3.6
2020,2020,2,2,21,21,14,14,0,0,2020221140,382,308,587,4,5,0.333,48.25,1.9,24.3,9.5,382,308,587,39.02,0.2,991,99,2.8
2020,2020,2,2,21,21,15,15,0,0,2020221150,306,237,432,4,5,0.332,57.85,1.9,23.7,9.7,306,237,432,40.99,0.2,991,77,2
2020,2020,2,2,21,21,16,16,0,0,2020221160,186,136,235,4,5,0.331,69.14,2,21.5,12,186,136,235,54.86,0.2,991,39,1.4
2020,2020,2,2,21,21,17,17,0,0,2020221170,44,34,49,4,5,0.33,81.34,2,18.8,11.3,44,34,49,61.57,0.2,992,26,1.8
2020,2020,2,2,21,21,18,18,0,0,2020221180,0,0,0,4,0,0.328,94.23,2,18.2,11.2,0,0,0,63.69,0.2,993,29,2.3
2020,2020,2,2,21,21,19,19,0,0,2020221190,0,0,0,4,0,0.326,107.31,2,17.6,11.2,0,0,0,66.31,0.2,994,38,2.8
2020,2020,2,2,21,21,20,20,0,0,2020221200,0,0,0,4,0,0.324,120.47,1.9,16.7,11.2,0,0,0,69.86,0.2,995,49,2.8
